Word,FREQcount
epaulets,17
epaulettes,1
epee,1
ephedra,1
ephedrine,7
ephemera,2
ephemeral,10
ephesian,20
ephesians,4
ephialtes,5
ephraim,29
epi,135
epic,120
epical,1
epically,4
epicardium,1
epicenter,16
epicentre,4
epicondyle,3
epics,3
epicure,2
epicurean,1
epicureans,1
epicures,2
epidemic,174
epidemics,10
epidemiological,2
epidemiologist,3
epidemiologists,1
epidemiology,7
epidermal,10
epidermic,1
epidermis,15
epidiascope,2
epididymis,2
epidural,28
epidurals,1
epigastric,2
epiglottis,6
epigram,3
epigrams,1
epilepsy,53
epileptic,61
epileptics,1
epileptoid,1
epilogue,6
epinephrine,59
epipelagic,1
epiphanies,4
epiphany,66
epiphenomenalism,1
epiphyseal,1
epiphysial,1
epiphyte,1
epiphytes,1
episcopal,10
episcopalian,21
episcopalians,2
episiotomy,1
episodal,1
episode,627
episodes,105
episodic,1
epistemic,8
epistemological,1
epistle,5
epistles,1
epitaph,26
epitaphs,2
epithelial,6
epithelium,2
epithet,7
epithets,6
epitome,22
epitomised,1
epitomize,2
epitomized,1
epitomizes,3
epoch,7
epochal,3
epoxide,1
epoxies,1
epoxy,9
eppes,11
epsilon,17
epsilons,2
epsom,7
epulis,1
eq,1
equal,682
equaled,10
equalised,1
equaliser,4
equality,97
equalization,3
equalize,10
equalized,4
equalizer,21
equalizes,1
equalizing,4
equalled,2
equalling,1
equally,274
equals,234
equanimity,3
equate,20
equated,5
equates,1
equating,3
equation,178
equations,50
equator,31
equatorial,17
equerry,1
equestrian,20
equidistant,7
equilateral,2
equilibrator,1
equilibrium,46
equine,7
equinox,19
equip,17
equiped,4
equipment,1298
equipments,5
equipoise,8
equipped,217
equipping,3
equips,19
equitable,18
equitation,2
equities,3
equity,67
equivalency,11
equivalent,134
equivalents,2
equivocal,8
equivocate,5
equivocating,2
equivocation,5
equivocations,1
er,1932
era,291
eradicate,27
eradicated,17
eradicating,8
eradication,15
eradicator,3
eras,21
erasable,1
erase,317
erased,199
eraser,51
erasers,17
erases,17
erasing,35
erasmus,7
erasure,3
erasures,4
erat,3
erbium,1
erd,1
ere,120
erebus,4
erect,60
erected,25
erectile,24
erecting,5
erection,111
erections,13
erectly,1
erector,7
erf,1
erg,5
ergo,43
ergonomic,5
ergonomically,1
ergot,3
ergotism,1
eric,2080
erica,273
ericas,2
erie,33
erika,85
erin,360
eris,17
erk,27
ermine,35
ermined,1
ermines,1
ern,23
ernest,238
erode,6
eroded,12
erodent,1
eroding,19
erogenous,17
eros,32
erosion,28
erosions,1
erosive,1
erotic,200
erotica,28
erotical,1
erotically,3
eroticism,8
eroticize,1
erotics,3
erotogenic,1
erotomania,4
err,77
errand,204
errands,195
errant,25
errantly,1
errantry,1
erratic,85
erratically,13
erratum,1
erred,7
erring,2
erroneous,27
erroneously,13
error,473
errorless,1
errors,87
errs,3
ers,44
ersatz,7
erstwhile,5
erucic,10
erudite,3
erudition,3
erupt,20
erupted,25
erupting,13
eruption,20
eruptions,11
eruptive,1
erupts,13
erythema,4
erythematous,2
erythroblastosis,1
erythrocyte,1
erythrocytes,1
erythromycin,7
erythrosine,1
es,310
esau,1
esc,5
escadrille,9
escadrilles,1
escalade,19
escalades,1
escalan,2
escalate,36
escalated,40
escalates,10
escalating,31
escalation,20
escalations,1
escalator,66
escalators,9
escalope,1
escalopes,1
escapable,1
escapade,18
escapades,17
escape,2258
escaped,991
escapee,11
escapees,6
escaper,1
escapes,131
escaping,162
escapism,5
escapist,7
escapology,1
escargot,15
escargots,7
escarole,2
escarpment,22
eschar,1
escharotic,1
escheated,1
eschew,1
eschewed,1
eschewing,2
eschews,2
escobedo,3
escort,749
escorted,83
escorting,48
escorts,64
escrow,79
escudero,11
escudos,2
escuela,2
escutcheon,3
esd,1
ese,46
eses,3
eskimo,84
eskimos,41
esmeralda,36
esophageal,9
esophagectomy,1
esophagi,1
esophagitis,1
esophagoscopy,1
esophagus,36
esoteric,19
esp,37
espace,7
espadrille,1
espadrilles,1
espagnole,1
espanol,10
espanoles,3
espece,1
especial,7
especially,3428
esperanto,5
espionage,87
esplanade,16
espouse,2
espoused,2
espouses,1
espousing,4
espressivo,1
espresso,105
espressos,7
esprit,14
espundia,1
espy,2
esq,3
esquire,50
ess,5
essay,313
essays,55
esse,9
essence,287
essences,6
essential,247
essentially,166
essentials,39
est,315
establish,323
established,415
establishes,11
establishing,73
establishment,210
establishments,14
estadio,1
estado,2
estate,1076
estates,68
esteem,86
esteemed,75
esteems,2
ester,2
esther,187
esthetic,2
esthetically,1
estimable,2
estimate,243
estimated,142
estimates,90
estimating,15
estimation,25
estimations,2
estonia,14
estonian,8
estopped,1
estoppel,3
estrada,20
estragon,1
estrange,2
estranged,21
estrangement,10
estrangements,1
estrin,1
estrogen,26
estrogens,1
estuary,5
esu,14
et,647
eta,139
etang,1
etas,1
etc,135
etcetera,62
etch,10
etched,26
etcher,2
etching,11
etchings,10
eten,1
eteocles,11
eternal,547
eternalization,1
eternally,94
eterne,1
eternities,2
eternity,407
eth,5
ethanol,15
ethel,251
ether,108
ethereal,19
etheric,1
ethernet,2
ethers,1
ethic,53
ethical,139
ethically,34
ethics,273
ethiop,1
ethiopia,26
ethiopian,27
ethiopians,4
ethmoid,4
ethnic,91
ethnically,5
ethnicity,11
ethnocentric,1
ethnographic,2
ethos,7
ethyl,19
ethylene,10
etiological,1
etiology,4
etiquette,96
etna,3
etoile,2
eton,22
etruria,1
etruscan,13
etudes,4
ety,1
etymological,1
etymologically,1
etymology,7
eu,8
eucalypti,1
eucalyptus,25
eucharist,3
euchring,1
euclid,23
euclidean,1
euclidian,2
eudaemon,1
eudaemonic,1
eugene,353
eugenia,2
eugenics,4
eugenism,1
eulogies,12
eulogize,4
eulogized,3
eulogizing,2
eulogy,84
eunuch,65
eunuchs,20
euphemism,46
euphemisms,14
euphemistic,1
euphemistically,3
euphonious,3
euphony,1
euphoria,25
euphoric,21
euphrates,2
eurasia,1
eurasian,5
eureka,75
euripides,7
euro,31
eurocentric,1
eurodollar,1
europa,35
europe,1368
european,360
europeans,46
euros,37
eurydice,4
eustachian,7
euthanasia,23
euthanasy,4
euthanize,11
euthanized,7
euthanizing,1
evacuate,286
evacuated,107
evacuates,2
evacuating,60
evacuation,169
evacuations,4
evacuees,5
evade,45
evaded,12
evader,1
evades,3
evading,32
eval,6
evaluate,88
evaluated,31
evaluates,2
evaluating,20
evaluation,225
evaluations,34
evaluator,1
evaluators,3
evanescence,1
evangelical,11
evangelicals,1
evangelion,4
evangelise,1
evangelised,1
evangelism,4
evangelist,6
evangelistic,1
evangelists,3
evans,438
evaporate,24
evaporated,24
evaporates,9
evaporating,16
evaporation,2
evaporator,3
evaporators,1
evasion,59
evasions,7
evasive,92
evasiveness,3
eve,1437
even,44672
evened,9
evenhanded,1
evening,6155
evenings,132
evenly,38
evens,27
evensong,4
event,1345
eventful,18
eventide,1
eventration,1
events,860
eventual,22
eventualities,6
eventuality,9
eventually,1246
eventuate,1
eveque,5
ever,36170
everest,65
everglade,3
everglades,30
evergreen,10
evergreens,2
everlasting,130
everlastingly,5
everly,6
evermore,34
evert,4
every,28007
everybody,17555
everyday,555
everyman,24
everymen,1
everyone,12324
everyplace,19
everything,33399
everyway,2
everywhere,2641
everywheres,1
everywoman,2
eves,3
evict,36
evicted,72
evicting,12
eviction,43
evictions,1
evicts,2
evidence,4335
evidenced,13
evidences,16
evident,68
evidential,1
evidentially,2
evidentiary,23
evidently,298
evil,3731
evildoer,3
evildoers,21
evildoing,1
eviler,3
evilest,2
evilly,2
evilness,3
evils,72
evinced,3
evinces,1
evincing,2
eviscerate,11
eviscerated,18
eviscerates,2
eviscerating,5
evisceration,5
eviscerator,1
evitable,1
evite,1
evocation,4
evocative,14
evoke,15
evoked,5
evokes,13
evoking,3
evolution,272
evolutional,2
evolutionary,60
evolutionist,2
evolutions,2
evolve,83
evolved,161
evolvement,2
evolves,8
evolving,58
ew,334
ewe,16
ewes,2
ewing,612
ex,640
exacerbate,7
exacerbated,9
exacerbates,2
exacerbating,2
exacerbation,2
exact,1154
exacta,5
exacted,9
exacting,23
exactingly,1
exaction,1
exactions,1
exactitude,1
exactly,12607
exactness,1
exacts,4
exaggerate,99
exaggerated,64
exaggerates,12
exaggerating,109
exaggeration,47
exaggerations,3
exaggerator,2
exalt,10
exaltation,3
exalted,35
exalting,8
exalts,3
exam,684
examen,1
examination,281
examinations,33
examine,504
examined,275
examiner,130
examiners,11
examines,18
examining,96
example,1527
examples,97
exams,145
exasperate,2
exasperated,8
exasperating,12
exasperation,1
excalibur,78
excavate,10
excavated,14
excavating,11
excavation,32
excavations,5
excavator,4
excavators,1
exceed,64
exceeded,63
exceeding,32
exceedingly,49
exceeds,37
excel,37
excelente,7
excelled,19
excellence,134
excellencies,8
excellency,509
excellent,2688
excellently,11
excelling,4
excels,10
excelsior,38
except,5696
excepted,14
excepting,16
exception,409
exceptional,149
exceptionally,77
exceptions,146
excepts,1
excercise,2
excerpt,5
excerpts,10
excess,156
excesses,15
excessive,124
excessively,28
exchange,1031
exchanged,107
exchanger,1
exchanges,24
exchanging,57
exchequer,5
excided,1
excise,8
excised,5
excising,2
excision,1
excitability,2
excitable,24
excitation,3
excitatory,1
excite,109
excited,2479
excitedly,14
excitement,628
excitements,2
exciter,1
excites,60
exciting,1776
excitingly,3
exclaim,7
exclaimed,3
exclaiming,7
exclaims,4
exclamation,28
exclamatory,1
exclude,51
excluded,59
excluders,1
excludes,14
excluding,26
exclusion,12
exclusionary,2
exclusions,2
exclusive,398
exclusively,92
exclusiveness,3
exclusives,5
exclusivity,11
excommunicate,5
excommunicated,19
excommunicating,1
excommunication,7
excoriated,1
excoriates,2
excoriation,1
excrement,62
excremental,2
excrementitious,1
excrements,4
excreta,1
excrete,2
excreted,4
excretes,4
excreting,2
excretion,6
excretions,2
excruciate,1
excruciating,67
excruciatingly,11
exculpate,1
exculpatory,5
excursion,34
excursions,8
excursus,1
excusable,7
excuse,18773
excused,202
excuser,1
excuses,441
excusing,19
exeat,1
exec,55
execrable,1
execrate,1
execs,13
executable,1
execute,283
executed,381
executes,7
executing,39
execution,497
executioner,69
executioners,7
executions,57
executive,541
executives,128
executor,32
executors,2
executrix,1
exemplar,9
exemplars,2
exemplary,44
exemplified,9
exemplifies,12
exemplify,3
exemplifying,1
exempt,37
exempted,9
exemption,20
exemptions,6
exempts,3
exercise,904
exercised,48
exerciser,2
exercises,175
exercising,84
exert,34
exerted,10
exerting,6
exertion,15
exertions,1
exerts,7
exes,14
exeunt,3
exfiltrate,1
exfiltration,3
exfoliate,6
exfoliated,4
exfoliates,2
exfoliating,6
exfoliation,6
exhalation,3
exhalations,1
exhale,85
exhaled,2
exhales,62
exhaling,8
exhaust,109
exhausted,655
exhausting,111
exhaustion,82
exhaustive,28
exhaustively,2
exhausts,6
exhibit,388
exhibited,42
exhibiting,27
exhibition,207
exhibitionism,6
exhibitionist,10
exhibitionists,1
exhibitions,6
exhibitor,2
exhibitors,7
exhibits,65
exhilarate,2
exhilarated,23
exhilarating,57
exhilaration,13
exhortation,2
exhortations,1
exhorting,2
exhumating,1
exhumation,22
exhumations,1
exhume,24
exhumed,18
exhuming,5
exigencies,1
exigent,5
exile,95
exiled,49
exiles,11
exiling,1
exist,1477
existed,406
existence,596
existences,2
existent,3
existential,37
existentialism,10
existentialist,5
existentialists,1
existing,98
exists,575
exit,794
exited,38
exiting,48
exits,186
exmoor,1
exobiological,1
exobiologist,1
exobiologists,1
exobiology,3
exoccipital,1
exocrine,1
exodus,40
exonerate,36
exonerated,22
exonerates,3
exonerating,8
exoneration,5
exorbitant,18
exorcise,19
exorcised,6
exorcising,11
exorcism,95
exorcisms,7
exorcist,50
exorcists,6
exorcize,2
exorcized,1
exoskeleton,13
exoskeletons,1
exothermal,1
exothermic,2
exotic,306
exotica,3
exotically,1
exotics,2
exp,3
expand,178
expandable,5
expanded,55
expander,4
expanding,100
expands,27
expanse,11
expansion,88
expansionism,2
expansionist,3
expansionistic,1
expansions,1
expansive,12
expansiveness,1
expat,2
expatriate,9
expatriates,4
expats,1
expect,5299
expectable,1
expectancy,32
expectant,16
expectantly,2
expectation,67
expectations,268
expected,1696
expecting,1846
expectorant,4
expectorated,1
expectorating,5
expectoration,1
expects,240
expedience,6
expediency,10
expedient,22
expediently,3
expedite,34
expedited,11
expediter,6
expediting,3
expedition,289
expeditionary,15
expeditions,29
expeditious,7
expeditiously,2
expel,70
expelled,230
expelling,11
expels,4
expend,4
expendable,77
expendables,2
expended,14
expender,1
expendible,1
expending,2
expenditure,14
expenditures,16
expense,380
expenses,393
expensive,1425
expensively,5
experience,3088
experienced,510
experiencer,6
experiences,358
experiencing,221
experiment,826
experimental,199
experimentally,4
experimentation,30
experimentations,1
experimented,31
experimenter,2
experimenting,110
experiments,335
expert,1128
expertise,203
expertly,11
experts,346
expiate,1
expiated,1
expiating,1
expiation,2
expiatory,2
expirate,1
expiration,52
expiratory,2
expire,46
expired,128
expires,56
expiring,7
expiry,4
explain,5670
explainable,10
explained,598
explainer,1
explaining,352
explains,461
explanation,1023
explanations,88
explanatory,2
expletive,13
expletives,3
explicable,1
explicating,5
explication,3
explicit,71
explicitly,18
explode,499
exploded,198
exploder,8
exploders,3
explodes,126
exploding,132
exploit,125
exploitable,5
exploitation,51
exploitations,1
exploitative,6
exploited,85
exploiter,3
exploiters,3
exploiting,62
exploitive,5
exploits,48
exploration,96
explorations,4
exploratory,25
explore,317
explored,65
explorer,97
explorers,59
explores,11
exploring,139
explosion,841
explosions,154
explosive,271
explosively,1
explosiveness,1
explosives,331
expo,20
exponent,4
exponential,10
exponentially,19
exponents,2
export,65
exportation,1
exported,3
exporter,4
exporting,16
exports,26
expos,2
exposable,1
expose,360
exposed,538
exposes,18
exposing,94
exposition,40
expositional,2
expositions,1
exposure,291
exposures,5
expound,5
expounded,1
expounding,2
express,914
expressed,166
expresses,41
expressible,1
expressing,129
expression,651
expressional,1
expressionism,2
expressionist,4
expressionistic,4
expressionless,3
expressions,51
expressive,23
expressively,1
expressiveness,1
expressly,57
expresso,5
expressway,49
expressways,2
expropriated,2
expropriation,2
expulse,1
expulsion,41
expulsive,1
expunge,5
expunged,20
exquisite,213
exquisitely,14
exsanguinated,4
exsanguination,12
ext,3
extant,6
extbook,1
extemporaneous,6
extemporaneously,1
extemporary,1
extempore,1
extend,327
extendable,1
extended,213
extender,6
extenders,2
extending,54
extends,49
extensible,1
extension,275
extensions,26
extensive,189
extensively,31
extensor,2
extensors,1
extent,207
extenuate,1
extenuating,33
exterior,121
exteriorize,3
exteriorizing,5
exteriors,7
exterminate,57
exterminated,28
exterminates,3
exterminating,9
extermination,52
exterminator,102
exterminators,24
external,126
externalised,1
externalization,1
externalized,2
externalizing,1
externally,10
extinct,128
extincted,1
extinction,76
extine,1
extinguish,43
extinguished,30
extinguisher,78
extinguishers,21
extinguishes,3
extinguishing,5
extol,2
extolled,2
extolling,3
extols,1
extorsion,3
extort,33
extorted,10
extorting,4
extortion,131
extortionate,1
extortionist,10
extortionists,3
extortions,1
extra,3017
extract,150
extracted,56
extracting,22
extraction,126
extractions,9
extractor,5
extracts,9
extracurricular,74
extradite,13
extradited,20
extraditing,3
extradition,66
extraditions,1
extradural,1
extrajudicial,1
extralegal,1
extramarital,15
extraneous,15
extraordinaire,33
extraordinarily,58
extraordinary,771
extrapolate,18
extrapolated,3
extrapolating,5
extrapolation,4
extrapolations,2
extras,105
extrasensory,10
extraterrestrial,102
extraterrestrials,34
extravagance,27
extravagances,3
extravagant,74
extravagantly,5
extravaganza,36
extravaganzas,2
extravasated,1
extravehicular,1
extreme,558
extremely,1210
extremes,34
extremest,2
extremis,8
extremism,3
extremist,19
extremists,22
extremities,33
extremity,20
extricate,17
extricating,2
extrication,5
extrovert,5
extroverted,3
extroverts,2
extruded,1
extruder,1
extrusion,1
extubate,14
extubation,1
exuberance,17
exuberant,12
exuberantly,1
exuberation,1
exudate,1
exudative,2
exude,11
exuded,3
exudes,9
exuding,2
exultant,1
exultation,6
exulted,2
exulting,1
exurban,1
exxon,16
ey,45
eye,5701
eyeball,94
eyeballed,6
eyeballing,25
eyeballs,149
eyebath,1
eyebrow,71
eyebrows,168
eyed,38
eyedrop,3
eyedropper,7
eyeful,22
eyeglass,3
eyeglasses,34
eyeholes,3
eyeing,41
eyelash,44
eyelashes,62
eyeless,3
eyelets,1
eyelid,17
eyelids,82
eyeline,9
eyeliner,52
eyepiece,2
eyepieces,1
eyes,11299
eyeshades,1
eyeshot,3
eyesight,99
eyesore,18
eyesores,3
eyess,1
eyestrain,2
eyeteeth,8
eyetooth,2
eyewash,7
eyewear,6
eyewitness,202
eyewitnesses,58
eyre,4
eyrie,1
ezekiel,43
ezra,166
f,2579
fa,95
fab,31
fabian,147
fable,20
fabled,23
fables,10
fabric,245
fabricate,17
fabricated,35
fabricates,2
fabricating,13
fabrication,43
fabrications,3
fabricators,2
fabrics,38
fabulous,1046
fabulously,15
fabulousness,3
fac,1
facade,42
facades,3
face,14747
faced,320
facedown,18
faceless,37
facelift,7
facelifts,1
faceplate,5
facer,1
faces,1363
facet,13
facetiae,1
facetious,6
facetiously,1
facets,18
faceup,1
facial,293
facially,2
facials,11
facias,2
facie,7
facile,6
facilitate,50
facilitated,15
facilitates,1
facilitating,10
facilitation,6
facilitator,16
facilitators,5
facilities,232
facility,723
facing,548
fack,3
facsimile,9
facsimiles,2
fact,8801
faction,58
factions,35
factitious,1
facto,37
factoid,3
factoids,5
factor,370
factored,16
factories,119
factoring,14
factors,110
factory,857
factotum,6
facts,1393
factual,27
factually,4
faculties,34
faculty,248
fad,39
faddle,9
fade,286
faded,153
faden,2
fadeout,3
fader,2
faders,1
fades,98
fading,125
fado,4
fads,4
faecal,5
faeces,8
faenas,1
faeries,2
faery,3
faffle,1
faffs,1
fafnir,17
fag,275
fagged,6
faggot,350
faggotry,9
faggots,72
faggoty,6
faggy,17
fagin,6
fagots,1
fags,78
fahrenheit,38
fail,1254
failed,1467
failing,275
failings,15
faille,1
fails,261
failsafe,12
failure,1021
failures,75
fain,15
faint,473
fainted,222
fainter,10
faintest,68
faintheart,1
fainthearted,2
fainting,64
faintly,31
faintness,2
faints,17
fair,4832
fairbanks,74
faire,33
fairer,24
fairest,44
fairground,10
fairgrounds,12
fairies,134
fairing,2
fairlead,1
fairly,468
fairness,104
fairs,26
fairwater,4
fairway,24
fairways,2
fairy,851
fairyland,12
faisan,1
fait,29
faith,2363
faithful,465
faithfully,77
faithfulness,10
faithless,27
faithlessness,1
faiths,13
faits,2
fajita,3
fajitas,20
fake,1853
faked,177
faker,88
fakers,10
fakery,9
fakes,79
faking,230
fakir,4
fakirs,4
faky,2
falafel,31
falcon,169
falconer,4
falconry,2
falcons,16
falk,39
fall,6044
fallacies,5
fallacious,1
fallacy,20
fallback,32
fallen,863
faller,2
fallibility,2
fallible,12
falling,1837
fallopian,22
fallout,111
fallow,41
fallowed,1
falls,1301
false,1078
falsehood,10
falsehoods,8
falsely,67
falsetto,15
falsie,1
falsies,11
falsification,3
falsifications,1
falsified,24
falsifies,1
falsify,12
falsifying,15
falsity,7
falter,16
faltered,7
faltering,10
falters,7
falun,2
falx,1
fam,19
fame,441
famed,42
fames,1
familia,17
familial,13
familiar,1760
familiarise,2
familiarised,1
familiarity,34
familiarization,1
familiarize,19
familiarized,4
familiars,10
families,1139
famille,3
family,18067
famine,81
famines,6
famish,3
famished,73
famous,2296
famously,32
fan,1792
fana,4
fanatic,84
fanatical,27
fanatically,7
fanaticism,6
fanatics,48
fancied,50
fancier,12
fancies,56
fanciest,9
fanciful,25
fancifully,1
fanciness,1
fancy,1777
fancying,8
fandango,5
fandangos,1
fandom,2
fanfare,57
fanfares,1
fang,98
fangled,1
fangs,91
fangy,1
fanjet,1
fanleaf,2
fanned,17
fannies,9
fanning,20
fanny,262
fans,711
fant,5
fantail,10
fantails,1
fantasia,36
fantasie,2
fantasies,255
fantasise,9
fantasised,3
fantasises,4
fantasising,2
fantasize,89
fantasized,33
fantasizes,5
fantasizing,41
fantastic,2029
fantastical,14
fantastically,20
fantastico,9
fantasy,828
fantom,7
fanzine,1
faq,1
faqir,1
far,11259
farad,1
faraday,65
faradays,1
farandole,2
faraway,93
farce,89
farces,1
farceur,1
farceurs,1
farcical,6
farcically,1
fard,1
fardels,2
fare,314
fared,14
fares,32
